Location,Machine,Product,Category,MPrice,MQty,LineTotal,TransTotal
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Refresher - Real Coconut Water,Carbonated,3.5,1,3.5,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bubly - Mango,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,1.0,1,1.0,1.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,1.5,1,1.5,4.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,4.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Carbonated,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bubly - Lime,Water,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,4.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,4.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Quaker ButterMilk Ranch Rice Crisps,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Spicy Queso,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Spicy Queso,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Takis - Hot Chilli Pepper & Lime,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2.0,1,2.0,3.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,1.5,1,1.5,3.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Nature's Garden Trail Mix - Cranberry Healthy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,2,3.0,5.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2.0,1,2.0,5.0
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Belvita Snack Packs - Blueberry,Food,1.25,1,1.25,1.25
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2.0,2,4.0,4.0
Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,BodyArmor LYTE - Strawberry Lemonade,Water,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,3.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,3.5
GuttenPlans,GuttenPlans x1367,Cheetos Puffs,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,6.0
GuttenPlans,GuttenPlans x1367,Pop Corners - Spicy Queso,Food,1.5,1,1.5,6.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,6.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Keto Krisp - Almond Butter,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,4.0
EB Public Library,EB Public Library x1380,Oreo Mini,Food,2.0,1,2.0,4.0
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.25,1,1.25,1.25
Brunswick Sq Mall,BSQ Mall x1366 - ATT,RXBAR - Protein Bar - Chocolate Sea Salt,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.25,1,1.25,1.25
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - Squeezed Lemonade,Water,2.75,1,2.75,2.75
Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Takis FUGEO mini,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Takis - Hot Chilli Pepper & Lime,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Pop Corners - Sea Salt,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Genius Keto Bar - Chocolate Dream,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,3.5
EB Public Library,EB Public Library x1380,Keto Krisp - Almond Butter,Carbonated,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Jacks Links Bar Beef Strip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Raspberry,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,1.5,1,1.5,4.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,4.5
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,1.5,1,1.5,4.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2.5,1,2.5,6.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,6.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - French Onion,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Belvita Snack Packs - Blueberry,Food,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Keep Healthy - Chocolate Fudge,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,CheezIt - Go Paks,Food,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - White Cheddar,Food,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.25,1,1.25,1.25
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Lays - Classic,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,4.0
EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,2.0,1,2.0,4.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,4.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,1.5,1,1.5,4.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Newtons Fig Bar,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,3.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,3.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water - Pineapple,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Vitamin Water - XXX Acai BB Pomegranate,Water,2.75,1,2.75,2.75
Brunswick Sq Mall,BSQ Mall x1364 - Zales,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Starbucks Refresher - Real Coconut Water,Carbonated,3.5,1,3.5,3.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,3.5,1,3.5,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Belvita Snack Packs - Blueberry,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Bites - Cinnamon BS Go Paks,Food,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,5.0
EB Public Library,EB Public Library x1380,Pop Corners - Kettle Corn,Food,1.5,1,1.5,5.0
EB Public Library,EB Public Library x1380,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Belvita Snack Packs - Blueberry,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,2.0,1,2.0,2.0
