Location,Machine,Product,Category,MPrice,MQty,LineTotal,TransTotal
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Oreo Mini,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Oreo Mini,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Kettle Corn,Food,1.5,1,1.5,3.0
Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,5.0,1,5.0,5.0
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,V8 Vegetable Juice - Original,Non Carbonated,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,V8 Vegetable Juice - Original,Non Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
Earle Asphalt,Earle Asphalt x1371,Oreo Mini,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
Earle Asphalt,Earle Asphalt x1371,Newtons Fig Bar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Oreo Mini,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,2.75,1,2.75,2.75
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Doritos Nacho Cheese,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - black berry,Non Carbonated,2.5,1,2.5,5.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,5.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,5.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,2,3.0,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,3.0
Earle Asphalt,Earle Asphalt x1371,Oreo Mini,Food,1.5,2,3.0,3.0
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - black berry,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - black berry,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,3.5,1,3.5,3.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Hungry Buddha - Chocolate Chip,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - pineapple,Non Carbonated,2.5,1,2.5,4.0
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,1.5,1,1.5,4.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Pringles - Sour Cream & Onion,Food,3.0,1,3.0,3.0
Earle Asphalt,Earle Asphalt x1371,Hungry Buddha - Chocolate Chip,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - black berry,Non Carbonated,2.5,1,2.5,4.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,4.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,3.0,1,3.0,3.0
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2.75,1,2.75,2.75
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,1.5,1,1.5,4.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.5,1,2.5,4.0
EB Public Library,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Food,5.0,1,5.0,5.0
Earle Asphalt,Earle Asphalt x1371,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,1.75,1,1.75,1.75
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - watermelon,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - watermelon,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,V8 Vegetable Juice - Original,Non Carbonated,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - watermelon,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - pineapple,Non Carbonated,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Coca Cola - Regular,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - watermelon,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - pineapple,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,1.5,1,1.5,3.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,1.5,1,1.5,3.0
Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Double Cheese,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,1.75,1,1.75,1.75
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Goldfish Baked - Cheddar,Food,1.25,1,1.25,1.25
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Oreo Mini - Go Paks,,4.0,1,4.0,4.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,1.5,1,1.5,4.5
EB Public Library,EB Public Library x1380,Pringles - Sour Cream & Onion,Food,3.0,1,3.0,4.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,S. Pellegrino Sparkling Mineral Water,Water,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Oreo Mini,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Snapple Lemonade - pineapple,Non Carbonated,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Mini Chips Ahoy - Go Paks,,4.0,1,4.0,4.0
EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Pringles - Cheddar Cheese,Food,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Wonderful Pistachios - Variety,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Food,2.5,1,2.5,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,2.5,1,2.5,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,CheezIt - Cheddar Sour Cream and Onion,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Canada Dry - Ginger Ale & Lemonde,,1.5,2,3.0,3.0
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,2.5
Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,1.75,1,1.75,1.75
Earle Asphalt,Earle Asphalt x1371,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,1.5,1,1.5,1.5
GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Pop Corners - Kettle Corn,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Kinder - Bueno - Crispy Creamy Chocolate,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Munchies Snack mix Flaming Hot,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Non Carbonated,2.75,1,2.75,2.75
EB Public Library,EB Public Library x1380,Keep Healthy - Chocolate Fudge,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,3.5,1,3.5,3.5
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2.5,1,2.5,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Pop Corners - Sea Salt,Food,1.5,1,1.5,3.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2.0,1,2.0,3.5
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2.0,1,2.0,2.0
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,S. Pellegrino Sparkling Mineral Water,Water,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Food,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,1.5,1,1.5,3.5
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,3.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,1.5,1,1.5,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Lemon,Non Carbonated,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,2.5,1,2.5,2.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,3.0,1,3.0,3.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,1.5,1,1.5,1.5
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2.0,1,2.0,2.0
EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Hot Buff,Food,2.5,1,2.5,4.0
